Category,Message
ham,Don no da:)whats you plan?
ham,"Are you sure you don't mean ""get here, we made you hold all the weed"""
ham,Sindu got job in birla soft ..
spam,FreeMsg>FAV XMAS TONES!Reply REAL
spam,Exclusive bonus offer! Get your free phone now! Text WDP7 to 09922159851 to receive your prize!
ham,Moji i love you more than words. Have a rich day
spam,Get your sony today! Text 6I0Y to 09116569123 for a chance to win £1950!
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"Sorry, I can't text &amp; drive coherently, see you in twenty"
ham,I like to think there's always the possibility of being in a pub later.
spam,Special offer! GIFT awaits you! Send STOP to 08858442650 to unsubscribe.
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent."
ham,Spoons it is then okay?
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL
spam,WINNER! Claim your playstation worth £829! Text KLAU to 09273263105 to receive your prize!
ham,Same to u...
ham,Now got tv 2 watch meh? U no work today?
spam,Exclusive prize offer! Get your free holiday now! Click here: www.mobiledeals.biz to get your reward!
ham,Well i know Z will take care of me. So no worries.
ham,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
spam,"WINNER! Claim your urgent worth £679! Hurry, offer ends soon! Call 09136084492."
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear"
ham,Wanna do some art?! :D
ham,Once free call me sir.
spam,Free discount! Subscribe now to get your reward! Text WIN to 09726239368 for your chance to win!
ham,Well i will watch shrek in 3D!!B)
ham,Ok leave no need to ask
ham,I luv u soo much u donÂt understand how special u r 2 me ring u 2morrow luv u xxx
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,All will come alive.better correct any good looking figure there itself..
ham,"Well, i'm gonna finish my bath now. Have a good...fine night."
spam,Get your camera today! Text 9QU6 to 09393232145 for a chance to win £1069!
spam,Congratulations! You've won a free! Text WIN to 09815319065 for your chance to win!
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
spam,You've been selected for a bonus! Call 09112177124 to claim now! T&Cs apply.
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...
ham,No problem. We will be spending a lot of quality time together...
ham,Ok i am on the way to home hi hi
spam,Get your award today! Text 41QZ to 08175285000 for a chance to win £803!
ham,This phone has the weirdest auto correct.
ham,Where's my boytoy? I miss you ... What happened?
ham,"Its good, we'll find a way"
spam,URGENT! You're eligible for a deal of £161! Text ZC95 to 09155958581 to receive your prize!
ham,Need a coffee run tomo?Can't believe it's that time of week already
spam,URGENT! You're eligible for a deal of £3559! Text WIN to 09007995881 for your chance to win!
ham,Oh. U must have taken your REAL Valentine out shopping first.
ham,Ok. I asked for money how far
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,Ã bot notes oredi... Cos i juz rem i got...
ham,Why did I wake up on my own &gt;:(
spam,Special offer! CAMERA awaits you! Text WIN to 08296165616 for your chance to win!
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
spam,Special offer! PRIZE awaits you! Click here: www.getfreestuff.com to get your reward!
ham,Wat r u doing?
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
spam,Special offer! GUARANTEED awaits you! Reply YES to join now!
ham,Are you driving or training?
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,"Sorry,  in meeting I'll call you later"
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IÂLLSPEAK 2U SOONLOTS OF LOVEME XXXX.
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith.."
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,Lol! Oops sorry! Have fun.
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng"
spam,"Special offer! MEMBERSHIP awaits you! Hurry, offer ends soon! Call 09248204846."
spam,Free deal! Subscribe now to get your reward! Reply YES to join now!
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
spam,Get your discount today! Text CXAY to 09677272608 for a chance to win £1804!
ham,I see a cup of coffee animation
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
ham,Ok. There may be a free gym about.
spam,Congratulations! You've won a discount! Visit www.getfreestuff.com to claim your prize!
spam,Special offer! SPECIAL awaits you! Visit www.mobiledeals.biz to claim your prize!
spam,URGENT! You're eligible for a cash of £2491! Visit www.claimnow.net to claim your prize!
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,When you guys planning on coming over?
spam,Get your special today! Text L0SH to 09432988031 for a chance to win £1404!
spam,Congratulations! You've won a bonus! Click here: www.specialoffers.com to get your reward!
ham,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee
spam,Exclusive free offer! Get your free phone now! Text WIN to 09328071387 for your chance to win!
ham,I have to take exam with in march 3
spam,You've been selected for a cash! Call 09565759643 to claim now! T&Cs apply.
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.
ham,Din i tell u jus now 420
spam,URGENT! You're eligible for a membership of £830! Text WIN to 08878694001 for your chance to win!
ham,Dear how is chechi. Did you talk to her
spam,URGENT! You're eligible for a congratulations of £1074! Reply YES to join now!
ham,Hi my email address has changed now it is
ham,Chk in ur belovd ms dict
spam,WINNER! Claim your congratulations worth £348! Reply YES to join now!
ham,Then. You are eldest know.
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
spam,URGENT! You're eligible for a nokia of £2402! Call now on 08029288424 to claim!
ham,This pay is  &lt;DECIMAL&gt;  lakhs:)
ham,Easy ah?sen got selected means its good..
ham,"Sorry, I'll call later"
spam,Exclusive cash offer! Get your free gift card now! Text 5R6O to 09722708710 to receive your prize!
ham,LOL that would be awesome payback.
ham,No. I dont want to hear anything
spam,Special offer! SUBSCRIBE awaits you! Reply YES to join now!
ham,"This is one of the days you have a billion classes, right?"
ham,I WILL CAL YOU SIR. In meeting
spam,RGENT! This is the 2nd attempt to contact U!U have WON Â£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxÂ£7. 50
spam,URGENT! You're eligible for a sony of £3883! Visit www.winyourprize.co.uk to claim your prize!
ham,I ask if u meeting da ge tmr nite...
spam,Get your offer today! Text MOBJ to 08845562591 for a chance to win £1291!
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june."
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that "" &lt;#&gt;  lac crore"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m."""
ham,"Sounds good, keep me posted"
ham,Ok... Take ur time n enjoy ur dinner...
spam,Get your nokia today! Text F2U6 to 08489471880 for a chance to win £1345!
ham,(You didn't hear it from me)
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,Early bird! Any purchases yet?
ham,"Thanks, I'll keep that in mind"
ham,have * good weekend.
spam,Exclusive membership offer! Get your free holiday now! Call now on 09153787238 to claim!
spam,URGENT! You're eligible for a special of £1960! Visit www.getfreestuff.com to claim your prize!
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed Â£1000 cash or Â£5000 prize!
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
spam,WINNER! Claim your cash worth £637! Text WIN to 09223998252 for your chance to win!
ham,Armand says get your ass over to epsilon
spam,"Free discount! Subscribe now to get your reward! Hurry, offer ends soon! Call 09118832303."
spam,Free membership! Subscribe now to get your reward! Text S3P6 to 09417293750 to receive your prize!
ham,So wats ur opinion abt him and how abt is character?
ham,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already"
ham,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted"
spam,WINNER! Claim your mobile worth £577! Text FCYA to 08002427619 to receive your prize!
spam,WINNER! Claim your nokia worth £272! Click here: www.getfreestuff.com to get your reward!
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
ham,How are you enjoying this semester? Take care brother.
ham,Ok... I din get ur msg...
spam,WINNER! Claim your guaranteed worth £645! Text VLX8 to 09032059916 to receive your prize!
ham,U should have made an appointment
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already â¦
spam,Congratulations! You've won a text back! Text WIN to 08922818581 for your chance to win!
spam,Free claim! Subscribe now to get your reward! Visit www.getfreestuff.com to claim your prize!
spam,Get your award today! Text MCVZ to 09913384995 for a chance to win £933!
ham,Its too late:)but its k.wish you the same.
ham,Yup... How Ã¼ noe leh...
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890Â£1.50 per msg
spam,You've been selected for a urgent! Call 09087082406 to claim now! T&Cs apply.
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Will you come online today night
spam,Special offer! URGENT awaits you! Text WIN to 09616196836 for your chance to win!
spam,Congratulations! You've won a deal! Visit www.winyourprize.co.uk to claim your prize!
ham,"Just sent you an email â to an address with incomm in it, is that right?"
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
spam,URGENT! We are trying to contact U Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,U don't know how stubborn I am. I didn't even want to go to the hospital. I kept telling Mark I'm not a weak sucker. Hospitals are for weak suckers.
spam,URGENT! You're eligible for a prize of £3130! Reply YES to join now!
spam,Special offer! NOKIA awaits you! Reply YES to join now!
ham,"Haha better late than ever, any way I could swing by?"
ham,I like to talk pa but am not able to. I dont know y.
spam,URGENT! You're eligible for a claim of £3653! Send STOP to 09846287781 to unsubscribe.
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
spam,You've been selected for a xbox! Call 09687945399 to claim now! T&Cs apply.
spam,URGENT! You're eligible for a download of £3370! Reply YES to join now!
ham,S:)no competition for him.
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,I was gonna ask you lol but i think its at 7
spam,"This is the 2nd time we have tried to contact u. U have won the Â£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate"
spam,Congratulations! You've won a text back! Text KY0J to 08607893004 to receive your prize!
spam,URGENT! You're eligible for a gift of £2896! Call now on 08115249495 to claim!
ham,"I av a new number,  . Wil u only use this one,ta."
spam,URGENT! You're eligible for a free of £2610! Text QJN6 to 09555260486 to receive your prize!
ham,Going for dinner.msg you after.
ham,And you! Will expect you whenever you text! Hope all goes well tomo
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.
ham,1's finish meeting call me.
ham,"Sorry, I can't help you on this."
ham,You still at grand prix?
ham,Then anything special?
ham,10 min later k...
ham,Oh wow thats gay. Will firmware update help
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
spam,Exclusive limited offer! Get your free phone now! Send STOP to 08285679937 to unsubscribe.
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a Â£350 award. If your number matches call 09064019014 to receive your Â£350 award.
spam,"Think ur smart ? Win Â£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week"
spam,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP
spam,Get your offer today! Text AJKY to 09092974641 for a chance to win £833!
spam,"WINNER! Claim your download worth £969! Hurry, offer ends soon! Call 08451117345."
spam,You've been selected for a xbox! Call 09925751874 to claim now! T&Cs apply.
spam,WINNER! Claim your cash worth £280! Call now on 09587521179 to claim!
ham,Thank you. do you generally date the brothas?
ham,hanks lotsly!
ham,Cheers for the card ... Is it that time of year already?
spam,URGENT! You're eligible for a ringtone of £524! Text 1G5B to 09618980623 to receive your prize!
spam,"Congratulations! You've won a prize! Hurry, offer ends soon! Call 09901303667."
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,Wife.how she knew the time of murder exactly
spam,URGENT! You're eligible for a membership of £3727! Call now on 09861387341 to claim!
ham,ARR birthday today:) i wish him to get more oscar.
ham,You will be in the place of that man
ham,Total video converter free download type this in google search:)
ham,O i played smash bros  &lt;#&gt;  religiously.
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
spam,"Exclusive holiday offer! Get your free phone now! Hurry, offer ends soon! Call 08961906735."
ham,Then Ã¼ wait 4 me at bus stop aft ur lect lar. If i dun c Ã¼ then i go get my car then come back n pick Ã¼.
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.
ham,Am surfing online store. For offers do you want to buy any thing.
ham,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!"
ham,Every day i use to sleep after  &lt;#&gt;  so only.
spam,"WINNER! Claim your winner worth £602! Hurry, offer ends soon! Call 09183159290."
spam,Free urgent! Subscribe now to get your reward! Send STOP to 09259164722 to unsubscribe.
spam,You've been selected for a offer! Call 09299012652 to claim now! T&Cs apply.
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
spam,You've been selected for a guaranteed! Call 09712405815 to claim now! T&Cs apply.
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,Ok can...
ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,K..u also dont msg or reply to his msg..
spam,Special offer! CAMERA awaits you! Visit www.getfreestuff.com to claim your prize!
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
spam,"Free holiday! Subscribe now to get your reward! Hurry, offer ends soon! Call 08705289383."
ham,See you there!
spam,Get your voucher today! Text L4CD to 09016384625 for a chance to win £1498!
ham,Ok enjoy . R u there in home.
spam,Exclusive prize offer! Get your free gift card now! Send STOP to 09689412113 to unsubscribe.
ham,And stop being an old man. You get to build snowman snow angels and snowball fights.
ham,Rofl. Its true to its name
spam,You've been selected for a special! Call 09065293173 to claim now! T&Cs apply.
spam,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
ham,"My planning usually stops at ""find hella weed, smoke hella weed"""
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,(That said can you text him one more time?)
spam,WINNER! Claim your nokia worth £741! Text AHVM to 08272943717 to receive your prize!
ham,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep."
spam,WINNER! Claim your prize worth £600! Visit www.claimnow.net to claim your prize!
ham,S...i will take mokka players only:)
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q
spam,URGENT! You're eligible for a xbox of £4949! Text WIN to 08424680891 for your chance to win!
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
spam,Free download! Subscribe now to get your reward! Send STOP to 09817308173 to unsubscribe.
ham,Hey u still at the gym?
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m..."
ham,My sister got placed in birla soft da:-)
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
ham,Tell me something. Thats okay.
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp Â£1.50/msg.
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
spam,Congratulations! You've won a playstation! Text WIN to 08117478673 for your chance to win!
ham,Remind me how to get there and I shall do so
spam,WINNER! Claim your offer worth £288! Visit www.winyourprize.co.uk to claim your prize!
spam,Exclusive urgent offer! Get your free gift card now! Call now on 08376258541 to claim!
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate)
spam,WINNER! Claim your win worth £760! Click here: www.mobiledeals.biz to get your reward!
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,I have no money 4 steve mate! !
ham,Surly ill give it to you:-) while coming to review.
spam,You've been selected for a win! Call 08918131273 to claim now! T&Cs apply.
spam,WINNER! Claim your deal worth £622! Send STOP to 08468484627 to unsubscribe.
ham,I dunno lei... Like dun haf...
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."
spam,Congratulations! You've won a ringtone! Click here: www.mobiledeals.biz to get your reward!
ham,No just send to you. Bec you in temple na.
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,I place all ur points on e cultures module already.
ham,Ok i'm coming home now.
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
ham,Give me a sec to think think about it
spam,"Free special! Subscribe now to get your reward! Hurry, offer ends soon! Call 09761147249."
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
spam,Congratulations! You've won a holiday! Text WIN to 08584059843 for your chance to win!
ham,"Cool, text me when you head out"
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
ham,Ok ill tell the company
spam,"WINNER! Claim your voucher worth £211! Hurry, offer ends soon! Call 08393534779."
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
spam,Get your deal today! Text 0JPF to 08279527267 for a chance to win £736!
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
spam,URGENT! You're eligible for a membership of £3169! Click here: www.mobiledeals.biz to get your reward!
spam,"Exclusive voucher offer! Get your free phone now! Hurry, offer ends soon! Call 08366390623."
ham,"sorry brah, just finished the last of my exams, what up"
ham,"Sorry, I'll call later"
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,Wishing you a wonderful week.
ham,S:-)if we have one good partnership going we will take lead:)
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
ham,I've got it down to a tea. not sure which flavour
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!
ham,"Yep, at derek's house now, see you Sunday &lt;3"
spam,"Congratulations! You've won a camera! Hurry, offer ends soon! Call 09719824724."
ham,I'm done. C Ã¼ there.
spam,"URGENT! You're eligible for a deal of £4886! Hurry, offer ends soon! Call 08949319271."
spam,Exclusive discount offer! Get your free holiday now! Click here: www.getfreestuff.com to get your reward!
ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,Blank is Blank. But wat is blank? Lol
ham,You also didnt get na hi hi hi hi hi
spam,Special offer! PLAYSTATION awaits you! Call now on 08258420910 to claim!
ham,Gd luck 4 ur exams :-)
spam,You've been selected for a membership! Call 09008136127 to claim now! T&Cs apply.
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins"
spam,Exclusive win offer! Get your free gift card now! Click here: www.winyourprize.co.uk to get your reward!
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ã got a lot of work ar?
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for!"
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,Noice. Text me when you're here
spam,Congratulations! You've won a award! Text WIN to 08578783626 for your chance to win!
ham,Everybody had fun this evening. Miss you.
ham,Nokia phone is lovly..
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
ham,Home so we can always chat
spam,Special offer! GUARANTEED awaits you! Send STOP to 08574160092 to unsubscribe.
ham,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham,"Aight, we'll head out in a few"
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
spam,Free cash! Subscribe now to get your reward! Send STOP to 08269755282 to unsubscribe.
spam,You've been selected for a xbox! Call 09495173318 to claim now! T&Cs apply.
spam,You've been selected for a deal! Call 09388665750 to claim now! T&Cs apply.
ham,Sorry. || mail? ||
ham,Are you free now?can i call now?
spam,Special offer! HOLIDAY awaits you! Text WIN to 08788934113 for your chance to win!
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
ham,U call me alter at 11 ok.
ham,You intrepid duo you! Have a great time and see you both soon.
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,"Goodmorning, today i am late for 1hr."
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,I dont want to hear philosophy. Just say what happen
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
spam,WINNER! Claim your award worth £829! Visit www.winyourprize.co.uk to claim your prize!
ham,No calls..messages..missed calls
ham,Am okay. Will soon be over. All the best
ham,If I get there before you after your ten billion calls and texts so help me god
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,Horrible bf... I now v hungry...
ham,Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,S..antha num corrct dane
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
spam,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
ham,Hey leave it. not a big deal:-) take care.
ham,All sounds good. Fingers . Makes it difficult to type
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester."
